CO_PER_ROL,CONAME,CEOANN,AGE,TDC2,GVKEY,EXECID,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,SICDESC,INDDESC,SPCODE,TICKER,SPINDEX,SIC
33845,ATMOS ENERGY CORP,CEO,66,4337.737,004383,27387,2017,2010-10-01,,2017-09-30,NATURAL GAS DISTRIBUTION,Gas Utilities,SP,ATO,5510,4924
43054,ATMOS ENERGY CORP,CEO,58,4026.606,004383,40590,2018,2017-10-01,,2019-09-30,NATURAL GAS DISTRIBUTION,Gas Utilities,SP,ATO,5510,4924
43054,ATMOS ENERGY CORP,CEO,59,4835.095,004383,40590,2019,2017-10-01,,2019-09-30,NATURAL GAS DISTRIBUTION,Gas Utilities,SP,ATO,5510,4924
59889,ATMOS ENERGY CORP,CEO,57,4060.864,004383,54925,2020,2019-10-01,,,NATURAL GAS DISTRIBUTION,Gas Utilities,SP,ATO,5510,4924
59889,ATMOS ENERGY CORP,CEO,58,4770.636,004383,54925,2021,2019-10-01,,,NATURAL GAS DISTRIBUTION,Gas Utilities,SP,ATO,5510,4924
59889,ATMOS ENERGY CORP,CEO,59,4839.561,004383,54925,2022,2019-10-01,,,NATURAL GAS DISTRIBUTION,Gas Utilities,SP,ATO,5510,4924
59889,ATMOS ENERGY CORP,CEO,60,6405.003,004383,54925,2023,2019-10-01,,,NATURAL GAS DISTRIBUTION,Gas Utilities,SP,ATO,5510,4924
30608,EQUIFAX INC,CEO,53,14444.235,004423,29414,2013,2005-09-19,,2017-09-26,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
30608,EQUIFAX INC,CEO,54,13306.389,004423,29414,2014,2005-09-19,,2017-09-26,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
30608,EQUIFAX INC,CEO,55,23545.961,004423,29414,2015,2005-09-19,,2017-09-26,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
30608,EQUIFAX INC,CEO,56,51443.402,004423,29414,2016,2005-09-19,,2017-09-26,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
30608,EQUIFAX INC,CEO,57,7857.395,004423,29414,2017,2005-09-19,,2017-09-26,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
60941,EQUIFAX INC,CEO,60,16640.909,004423,55839,2018,2018-04-16,,,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
60941,EQUIFAX INC,CEO,61,11031.479,004423,55839,2019,2018-04-16,,,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
60941,EQUIFAX INC,CEO,62,11676.239,004423,55839,2020,2018-04-16,,,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
60941,EQUIFAX INC,CEO,63,14045.49,004423,55839,2021,2018-04-16,,,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
60941,EQUIFAX INC,CEO,64,30225.919,004423,55839,2022,2018-04-16,,,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
60941,EQUIFAX INC,CEO,65,11030.174,004423,55839,2023,2018-04-16,,,CREDIT REPORTING SERVICES,Research & Consulting Services,SP,EFX,2020,7323
21582,EQT CORP,CEO,55,10438.851,004430,21319,2013,2018-03-15,1998-07-01,2018-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
21582,EQT CORP,CEO,56,13356.372,004430,21319,2014,2018-03-15,1998-07-01,2018-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
21582,EQT CORP,CEO,57,17432.454,004430,21319,2015,2018-03-15,1998-07-01,2018-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
21582,EQT CORP,CEO,58,8645.53,004430,21319,2016,2018-03-15,1998-07-01,2018-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
36926,EQT CORP,CEO,51,7556.301,004430,35078,2017,2017-03-01,,2018-03-15,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
36926,EQT CORP,CEO,52,7333.339,004430,35078,2018,2017-03-01,,2018-03-15,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
54082,EQT CORP,CEO,48,11696.332,004430,50425,2019,2018-11-01,,2019-07-10,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
63188,EQT CORP,CEO,38,5916.515,004430,57767,2020,2019-07-10,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
63188,EQT CORP,CEO,39,16919.763,004430,57767,2021,2019-07-10,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
63188,EQT CORP,CEO,40,11600.737,004430,57767,2022,2019-07-10,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EQT,1010,1311
9975,EXPEDITORS INTL WASH INC,CEO,69,13703.423,004494,11440,2013,1988-10-01,,2014-03-01,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,48,3663.521,004494,47275,2014,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,49,4359.911,004494,47275,2015,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,50,3996.301,004494,47275,2016,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,51,6376.26,004494,47275,2017,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,52,6974.346,004494,47275,2018,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,53,6611.642,004494,47275,2019,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,54,20591.315,004494,47275,2020,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,55,13026.304,004494,47275,2021,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,56,11126.172,004494,47275,2022,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
50501,EXPEDITORS INTL WASH INC,CEO,57,6749.867,004494,47275,2023,2013-12-19,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,Air Freight & Logistics,SP,EXPD,2030,4731
27551,EXXON MOBIL CORP,CEO,61,28138.329,004503,26689,2013,2006-01-01,1975-01-01,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
27551,EXXON MOBIL CORP,CEO,62,28412.42,004503,26689,2014,2006-01-01,1975-01-01,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
27551,EXXON MOBIL CORP,CEO,63,24261.291,004503,26689,2015,2006-01-01,1975-01-01,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
27551,EXXON MOBIL CORP,CEO,64,25144.225,004503,26689,2016,2006-01-01,1975-01-01,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
53531,EXXON MOBIL CORP,CEO,52,14140.354,004503,49947,2017,2017-01-01,,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
53531,EXXON MOBIL CORP,CEO,53,15800.29,004503,49947,2018,2017-01-01,,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
53531,EXXON MOBIL CORP,CEO,54,16424.332,004503,49947,2019,2017-01-01,,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
53531,EXXON MOBIL CORP,CEO,55,10290.425,004503,49947,2020,2017-01-01,,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
53531,EXXON MOBIL CORP,CEO,56,18435.335,004503,49947,2021,2017-01-01,,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
53531,EXXON MOBIL CORP,CEO,57,33402.868,004503,49947,2022,2017-01-01,,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
53531,EXXON MOBIL CORP,CEO,58,7797.195,004503,49947,2023,2017-01-01,,,PETROLEUM REFINING,Integrated Oil & Gas,SP,XOM,1010,2911
43313,FMC CORP,CEO,55,6581.935,004510,21033,2013,2010-01-01,,2020-05-31,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
43313,FMC CORP,CEO,56,3685.158,004510,21033,2014,2010-01-01,,2020-05-31,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
43313,FMC CORP,CEO,57,7737.522,004510,21033,2015,2010-01-01,,2020-05-31,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
43313,FMC CORP,CEO,58,8378.205,004510,21033,2016,2010-01-01,,2020-05-31,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
43313,FMC CORP,CEO,59,11382.781,004510,21033,2017,2010-01-01,,2020-05-31,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
43313,FMC CORP,CEO,60,12672.995,004510,21033,2018,2010-01-01,,2020-05-31,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
43313,FMC CORP,CEO,61,42969.413,004510,21033,2019,2010-01-01,,2020-05-31,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
46666,FMC CORP,CEO,58,6851.471,004510,43861,2020,2020-06-01,,,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
46666,FMC CORP,CEO,59,7062.735,004510,43861,2021,2020-06-01,,,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
46666,FMC CORP,CEO,60,9190.878,004510,43861,2022,2020-06-01,,,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
46666,FMC CORP,CEO,61,7520.994,004510,43861,2023,2020-06-01,,,AGRICULTURAL CHEMICALS,Fertilizers & Agricultural Chemicals,SP,FMC,1510,2870
26848,NEXTERA ENERGY INC,CEO,50,9277.361,004517,26058,2013,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
26848,NEXTERA ENERGY INC,CEO,51,14099.507,004517,26058,2014,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
26848,NEXTERA ENERGY INC,CEO,52,16616.596,004517,26058,2015,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
26848,NEXTERA ENERGY INC,CEO,53,17478.074,004517,26058,2016,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
26848,NEXTERA ENERGY INC,CEO,54,19375.622,004517,26058,2017,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
26848,NEXTERA ENERGY INC,CEO,55,26508.948,004517,26058,2018,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
26848,NEXTERA ENERGY INC,CEO,56,47933.99,004517,26058,2019,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
26848,NEXTERA ENERGY INC,CEO,57,56272.87,004517,26058,2020,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
26848,NEXTERA ENERGY INC,CEO,58,21087.268,004517,26058,2021,2012-07-01,2002-03-01,2022-03-01,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
54084,NEXTERA ENERGY INC,CEO,51,14751.62,004517,50427,2022,2022-03-01,,,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
54084,NEXTERA ENERGY INC,CEO,52,7651.18,004517,50427,2023,2022-03-01,,,ELECTRIC SERVICES,Electric Utilities,SP,NEE,5510,4911
885,FEDEX CORP,CEO,70,28063.084,004598,00341,2013,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
885,FEDEX CORP,CEO,71,23470.828,004598,00341,2014,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
885,FEDEX CORP,CEO,72,20399.811,004598,00341,2015,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
885,FEDEX CORP,CEO,73,22039.078,004598,00341,2016,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
885,FEDEX CORP,CEO,74,43072.292,004598,00341,2017,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
885,FEDEX CORP,CEO,75,44380.958,004598,00341,2018,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
885,FEDEX CORP,CEO,76,9596.552,004598,00341,2019,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
885,FEDEX CORP,CEO,77,40886.829,004598,00341,2020,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
885,FEDEX CORP,CEO,78,25567.211,004598,00341,2021,1998-01-01,1971-01-01,2022-06-01,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
64613,FEDEX CORP,CEO,57,11682.267,004598,52640,2022,2022-06-01,,,AIR COURIER SERVICES,Air Freight & Logistics,SP,FDX,2030,4513
34638,FEDERAL REALTY INVESTMENT TR,CEO,52,8451.071,004605,33048,2013,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,53,8388.27,004605,33048,2014,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,54,5483.031,004605,33048,2015,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,55,10728.604,004605,33048,2016,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,56,18099.065,004605,33048,2017,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,57,15565.368,004605,33048,2018,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,58,7630.859,004605,33048,2019,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,59,7481.796,004605,33048,2020,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,60,7520.917,004605,33048,2021,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,61,8916.03,004605,33048,2022,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
34638,FEDERAL REALTY INVESTMENT TR,CEO,62,8941.82,004605,33048,2023,2003-01-01,,,REAL ESTATE INVESTMENT TRUSTS,Retail REITs,SP,FRT,6010,6798
26655,FIFTH THIRD BANCORP,CEO,56,6664.871,004640,14277,2013,2007-04-17,,2015-01-01,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
26655,FIFTH THIRD BANCORP,CEO,57,6056.596,004640,14277,2014,2007-04-17,,2015-01-01,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
26655,FIFTH THIRD BANCORP,CEO,58,7225.482,004640,14277,2015,2007-04-17,,2015-01-01,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
28392,FIFTH THIRD BANCORP,CEO,54,9234.146,004640,27451,2016,2015-11-01,,2022-07-05,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
28392,FIFTH THIRD BANCORP,CEO,55,7889.542,004640,27451,2017,2015-11-01,,2022-07-05,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
28392,FIFTH THIRD BANCORP,CEO,56,10311.156,004640,27451,2018,2015-11-01,,2022-07-05,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
28392,FIFTH THIRD BANCORP,CEO,57,10962.348,004640,27451,2019,2015-11-01,,2022-07-05,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
28392,FIFTH THIRD BANCORP,CEO,58,8972.587,004640,27451,2020,2015-11-01,,2022-07-05,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
28392,FIFTH THIRD BANCORP,CEO,59,13245.985,004640,27451,2021,2015-11-01,,2022-07-05,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
28392,FIFTH THIRD BANCORP,CEO,60,14543.136,004640,27451,2022,2015-11-01,,2022-07-05,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
52001,FIFTH THIRD BANCORP,CEO,44,8485.726,004640,48591,2023,2022-07-05,,,COMMERCIAL BANKS,Diversified Banks,SP,FITB,4010,6020
34837,REGIONS FINANCIAL CORP,CEO,56,5986.26,004674,27616,2013,2010-04-01,,2018-07-02,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
34837,REGIONS FINANCIAL CORP,CEO,57,10864.038,004674,27616,2014,2010-04-01,,2018-07-02,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
34837,REGIONS FINANCIAL CORP,CEO,58,7019.815,004674,27616,2015,2010-04-01,,2018-07-02,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
34837,REGIONS FINANCIAL CORP,CEO,59,7960.441,004674,27616,2016,2010-04-01,,2018-07-02,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
34837,REGIONS FINANCIAL CORP,CEO,60,9438.642,004674,27616,2017,2010-04-01,,2018-07-02,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
34837,REGIONS FINANCIAL CORP,CEO,61,10032.172,004674,27616,2018,2010-04-01,,2018-07-02,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
58712,REGIONS FINANCIAL CORP,CEO,57,6293.676,004674,35764,2019,2018-07-02,,,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
58712,REGIONS FINANCIAL CORP,CEO,58,7805.389,004674,35764,2020,2018-07-02,,,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
58712,REGIONS FINANCIAL CORP,CEO,59,9383.441,004674,35764,2021,2018-07-02,,,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
58712,REGIONS FINANCIAL CORP,CEO,60,10667.006,004674,35764,2022,2018-07-02,,,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
58712,REGIONS FINANCIAL CORP,CEO,61,9192.557,004674,35764,2023,2018-07-02,,,COMMERCIAL BANKS,Regional Banks,SP,RF,4010,6020
10867,M & T BANK CORP,CEO,78,3447.756,004699,00362,2013,1983-01-01,,2017-12-16,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
10867,M & T BANK CORP,CEO,79,3233.652,004699,00362,2014,1983-01-01,,2017-12-16,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
10867,M & T BANK CORP,CEO,80,3234.762,004699,00362,2015,1983-01-01,,2017-12-16,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
10867,M & T BANK CORP,CEO,81,3149.054,004699,00362,2016,1983-01-01,,2017-12-16,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
10867,M & T BANK CORP,CEO,82,3199.28,004699,00362,2017,1983-01-01,,2017-12-16,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
32161,M & T BANK CORP,CEO,53,2269.937,004699,30821,2018,2017-12-20,,,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
32161,M & T BANK CORP,CEO,54,2345.784,004699,30821,2019,2017-12-20,,,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
32161,M & T BANK CORP,CEO,55,1915.805,004699,30821,2020,2017-12-20,,,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
32161,M & T BANK CORP,CEO,56,2617.918,004699,30821,2021,2017-12-20,,,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
32161,M & T BANK CORP,CEO,57,7755.687,004699,30821,2022,2017-12-20,,,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
32161,M & T BANK CORP,CEO,58,8173.565,004699,30821,2023,2017-12-20,,,COMMERCIAL BANKS,Regional Banks,SP,MTB,4010,6020
11950,US BANCORP,CEO,55,11490.368,004723,12469,2013,2006-12-12,,2017-04-18,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
11950,US BANCORP,CEO,56,14775.573,004723,12469,2014,2006-12-12,,2017-04-18,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
11950,US BANCORP,CEO,57,17716.476,004723,12469,2015,2006-12-12,,2017-04-18,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
11950,US BANCORP,CEO,58,29941.31,004723,12469,2016,2006-12-12,,2017-04-18,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
28421,US BANCORP,CEO,56,15153.597,004723,21046,2017,2017-04-18,,,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
28421,US BANCORP,CEO,57,16129.115,004723,21046,2018,2017-04-18,,,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
28421,US BANCORP,CEO,58,17056.442,004723,21046,2019,2017-04-18,,,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
28421,US BANCORP,CEO,59,11807.424,004723,21046,2020,2017-04-18,,,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
28421,US BANCORP,CEO,60,20713.078,004723,21046,2021,2017-04-18,,,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
28421,US BANCORP,CEO,61,16966.055,004723,21046,2022,2017-04-18,,,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
28421,US BANCORP,CEO,62,15706.75,004723,21046,2023,2017-04-18,,,COMMERCIAL BANKS,Diversified Banks,SP,USB,4010,6020
32416,FORD MOTOR CO,CEO,67,19454.538,004839,16436,2013,2006-09-01,,2014-07-01,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
23940,FORD MOTOR CO,CEO,57,10373.565,004839,23438,2014,2001-10-30,,2006-09-01,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
30827,FORD MOTOR CO,CEO,54,17718.789,004839,29617,2015,2014-07-01,,2017-05-22,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
30827,FORD MOTOR CO,CEO,55,25472.582,004839,29617,2016,2014-07-01,,2017-05-22,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
23940,FORD MOTOR CO,CEO,60,14433.967,004839,23438,2017,2001-10-30,,2006-09-01,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
59897,FORD MOTOR CO,CEO,63,17752.835,004839,54933,2018,2017-05-22,,2020-10-01,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
59897,FORD MOTOR CO,CEO,64,17355.506,004839,54933,2019,2017-05-22,,2020-10-01,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
59897,FORD MOTOR CO,CEO,65,11094.73,004839,54933,2020,2017-05-22,,2020-10-01,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
37214,FORD MOTOR CO,CEO,59,22813.174,004839,35321,2021,2020-10-01,,,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
37214,FORD MOTOR CO,CEO,60,22865.488,004839,35321,2022,2020-10-01,,,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
37214,FORD MOTOR CO,CEO,61,19982.881,004839,35321,2023,2020-10-01,,,MOTOR VEHICLES AND PASSENGER CAR BODIES,Automobile Manufacturers,SP,F,2510,3711
20677,FRANKLIN RESOURCES INC,CEO,52,10720.71,004885,20524,2013,2004-01-01,,2020-02-11,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BEN,4020,6282
20677,FRANKLIN RESOURCES INC,CEO,53,10242.176,004885,20524,2014,2004-01-01,,2020-02-11,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BEN,4020,6282
20677,FRANKLIN RESOURCES INC,CEO,54,15097.34,004885,20524,2015,2004-01-01,,2020-02-11,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BEN,4020,6282
20677,FRANKLIN RESOURCES INC,CEO,55,12103.67,004885,20524,2016,2004-01-01,,2020-02-11,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BEN,4020,6282
20677,FRANKLIN RESOURCES INC,CEO,56,9885.962,004885,20524,2017,2004-01-01,,2020-02-11,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BEN,4020,6282
20677,FRANKLIN RESOURCES INC,CEO,57,9467.461,004885,20524,2018,2004-01-01,,2020-02-11,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BEN,4020,6282
20677,FRANKLIN RESOURCES INC,CEO,58,10450.343,004885,20524,2019,2004-01-01,,2020-02-11,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BEN,4020,6282
28283,FRANKLIN RESOURCES INC,CEO,56,8814.782,004885,27352,2020,2020-02-11,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BEN,4020,6282
